40 40
0	0
0.00162100000000000	0.0170700000000000
0.00647500000000000	0.0261970000000000
0.0145290000000000	0.0363120000000000
0.0257320000000000	0.0469900000000000
0.0400100000000000	0.0571420000000000
0.0572720000000000	0.0666770000000000
0.0774050000000000	0.0757460000000000
0.100279000000000	0.0842020000000000
0.125745000000000	0.0920040000000000
0.153638000000000	0.0990880000000000
0.183777000000000	0.105433000000000
0.215968000000000	0.110974000000000
0.250000000000000	0.115663000000000
0.285654000000000	0.119458000000000
0.322698000000000	0.122299000000000
0.360891000000000	0.124114000000000
0.399987000000000	0.124809000000000
0.439732000000000	0.124264000000000
0.479867000000000	0.122351000000000
0.520133000000000	0.118919000000000
0.560268000000000	0.113813000000000
0.600013000000000	0.106947000000000
0.639109000000000	0.0984070000000000
0.677302000000000	0.0884550000000000
0.714346000000000	0.0774920000000000
0.750000000000000	0.0662300000000000
0.784032000000000	0.0555490000000000
0.816223000000000	0.0461020000000000
0.846362000000000	0.0378890000000000
0.874255000000000	0.0307240000000000
0.899721000000000	0.0248010000000000
0.922595000000000	0.0200190000000000
0.942728000000000	0.0157940000000000
0.959990000000000	0.0118200000000000
0.974268000000000	0.00810700000000000
0.985471000000000	0.00483400000000000
0.993525000000000	0.00224400000000000
0.998379000000000	0.000577000000000000
1	0
0.000000 0.000000
0.001621 -0.001976
0.006475 -0.004930
0.014529 -0.007513
0.025732 -0.010010
0.040010 -0.012525
0.057272 -0.014983
0.077405 -0.017226
0.100279 -0.019318
0.125745 -0.021214
0.153638 -0.022877
0.183777 -0.024304
0.215968 -0.025466
0.250000 -0.026357
0.285654 -0.026977
0.322698 -0.027302
0.360891 -0.027330
0.399987 -0.027065
0.439732 -0.026505
0.479867 -0.025652
0.520133 -0.024494
0.560268 -0.023028
0.600013 -0.021274
0.639109 -0.019239
0.677302 -0.016865
0.714346 -0.014081
0.750000 -0.010938
0.784032 -0.007663
0.816223 -0.004646
0.846362 -0.002130
0.874255 -0.000215
0.899721 0.001069
0.922595 0.001761
0.942728 0.001957
0.959990 0.001792
0.974268 0.001378
0.985471 0.000884
0.993525 0.000429
0.998379 0.000113
1.000000 0.000000
